,date,duration,views,likes,category_id,hour,update_diff,id
3QvEDwmpCts,2023-05-10T05:00:01Z,653,117447,709,20,10,126,
3QvEDwmpCts,2023-05-10T05:00:01Z,653,117561,711,20,11,127,
3QvEDwmpCts,2023-05-10T05:00:01Z,653,117680,711,20,12,128,
3QvEDwmpCts,2023-05-10T05:00:01Z,653,117830,711,20,13,129,
3QvEDwmpCts,2023-05-10T05:00:01Z,653,117983,711,20,15,130,
3QvEDwmpCts,2023-05-10T05:00:01Z,653,118126,712,20,16,131,
3QvEDwmpCts,2023-05-10T05:00:01Z,653,118221,713,20,17,132,
0,2023-05-10T05:00:01Z,653,118362,713,20,18,133,3QvEDwmpCts
0,2023-05-10T05:00:01Z,653,118426,714,20,19,134,3QvEDwmpCts
0,2023-05-10T05:00:01Z,653,118500,715,20,20,135,3QvEDwmpCts
0,2023-05-10T05:00:01Z,653,118589,716,20,21,136,3QvEDwmpCts
0,2023-05-10T05:00:01Z,653,118669,717,20,22,137,3QvEDwmpCts
0,2023-05-10T05:00:01Z,653,118746,717,20,23,138,3QvEDwmpCts
0,2023-05-10T05:00:01Z,653,118825,717,20,0,139,3QvEDwmpCts
0,2023-05-10T05:00:01Z,653,118912,717,20,1,140,3QvEDwmpCts
